# GTEx synthetic data; source: generate_synthetic_data.py
gene,tissue,median_TPM
GENE0300,Kidney,2.329235339323549
GENE0301,Brain,1.647930101776359
GENE0301,Heart,6.360011603382496
GENE0301,Liver,8.48701922384658
GENE0301,Lung,2.8823757469985694
GENE0301,Kidney,6.813448222421854
GENE0302,Brain,3.288325235026409
GENE0302,Heart,4.138066694136701
GENE0302,Liver,4.946706139853586
GENE0302,Lung,14.799994854685343
GENE0302,Kidney,6.726447151403145
GENE0303,Brain,2.0151819985241555
GENE0303,Heart,6.771098871517191
GENE0303,Liver,3.754853928063627
GENE0303,Lung,3.0861108478178165
GENE0303,Kidney,2.2891736799168063
GENE0304,Brain,4.388518900892533
GENE0304,Heart,4.271196726411831
GENE0304,Liver,3.248697375194761
GENE0304,Lung,1.4726774295306524
GENE0304,Kidney,1.1436926171422215
GENE0305,Brain,4.964872381849076
GENE0305,Heart,5.168403307255424
GENE0305,Liver,25.700307321935252
GENE0305,Lung,3.8847925802975594
GENE0305,Kidney,10.146605979755714
GENE0306,Brain,11.659985972247618
GENE0306,Heart,4.268005387275721
GENE0306,Liver,4.765682709696418
GENE0306,Lung,3.177596235528349
GENE0306,Kidney,18.543649188483478
GENE0307,Brain,1.3407836587641795
GENE0307,Heart,4.341774263697797
GENE0307,Liver,13.562361174719667
GENE0307,Lung,4.111779689795331
GENE0307,Kidney,2.838426928153335
GENE0308,Brain,5.399498665597345
GENE0308,Heart,6.8318152219024375
GENE0308,Liver,7.0565372660200785
GENE0308,Lung,5.6142872982357375
GENE0308,Kidney,8.166765213412138
GENE0309,Brain,9.550188044276444
GENE0309,Heart,1.8487203001692836
GENE0309,Liver,3.309795946156708
GENE0309,Lung,8.986766092284366
GENE0309,Kidney,6.625302422995478
GENE0310,Brain,5.406922552194198
GENE0310,Heart,7.675113746041576
GENE0310,Liver,9.599614944876683
GENE0310,Lung,2.2559301081965373
GENE0310,Kidney,1.6794132396317358
GENE0311,Brain,1.7807859850042862
GENE0311,Heart,19.82491149719546
GENE0311,Liver,1.927943597596253
GENE0311,Lung,3.71482028674268
GENE0311,Kidney,3.863669427232945
GENE0312,Brain,10.225127099977248
GENE0312,Heart,1.1155450514801921
GENE0312,Liver,4.343087198259543
GENE0312,Lung,11.840320252924503
GENE0312,Kidney,10.934465899789709
GENE0313,Brain,6.2180079833739015
GENE0313,Heart,3.637325759187637
GENE0313,Liver,18.286201468317685
GENE0313,Lung,1.1763803908542831
GENE0313,Kidney,9.823605562182982
GENE0314,Brain,6.729779039287557
GENE0314,Heart,7.190993552593886
GENE0314,Liver,5.543616381253587
GENE0314,Lung,5.281151272359973
GENE0314,Kidney,9.43692699189994
GENE0315,Brain,1.7816932373419185
GENE0315,Heart,1.653275453618493
GENE0315,Liver,5.103683777351358
GENE0315,Lung,4.672623229459119
GENE0315,Kidney,5.108613976107802
GENE0316,Brain,15.99612310280382
GENE0316,Heart,2.819480130735434
GENE0316,Liver,8.17478984085837
GENE0316,Lung,6.0955449177165155
GENE0316,Kidney,29.762521133150603
GENE0317,Brain,1.4597288200852525
GENE0317,Heart,2.8956056808767023
GENE0317,Liver,3.109829721533541
GENE0317,Lung,12.890393155277865
GENE0317,Kidney,2.3258025059450005
GENE0318,Brain,16.883796915282876
GENE0318,Heart,16.094645684658573
GENE0318,Liver,8.957490599271503
GENE0318,Lung,6.359188864445306
GENE0318,Kidney,1.2905357585394428
GENE0319,Brain,5.184739531955349
GENE0319,Heart,1.4268406622487806
GENE0319,Liver,3.353145593192801
GENE0319,Lung,5.272373215120945
GENE0319,Kidney,3.500489783418943
GENE0320,Brain,9.589267437062913
GENE0320,Heart,4.041674483826784
GENE0320,Liver,1.29840193015719
GENE0320,Lung,1.9192878757160794
GENE0320,Kidney,1.6174863168389528
GENE0321,Brain,3.479385500183719
GENE0321,Heart,12.158978713276168
GENE0321,Liver,6.7166991673029885
GENE0321,Lung,5.880298801868763
GENE0321,Kidney,1.6027082995401103
GENE0322,Brain,29.824526215987095
GENE0322,Heart,4.381492721175631
GENE0322,Liver,30.98583411043666
GENE0322,Lung,2.2390750197161258
GENE0322,Kidney,2.845454519343083
GENE0323,Brain,35.863827328183355
GENE0323,Heart,1.8964900139080463
GENE0323,Liver,6.26491271791528
GENE0323,Lung,3.419299756050339
GENE0323,Kidney,2.3379398328055236
GENE0324,Brain,25.250947437492737
GENE0324,Heart,2.007108560637315
GENE0324,Liver,9.188456806106716
GENE0324,Lung,10.84224500105656
GENE0324,Kidney,1.9948300038723858
GENE0325,Brain,0.9823769029725483
GENE0325,Heart,1.0784103753504706
GENE0325,Liver,2.363948290925926
GENE0325,Lung,5.355541048883721
GENE0325,Kidney,5.8611961528345295
GENE0326,Brain,3.852655846234293
GENE0326,Heart,4.11959448389989
GENE0326,Liver,9.769232309905824
GENE0326,Lung,8.285627462086795
GENE0326,Kidney,6.067844167429988
GENE0327,Brain,2.7358065873801474
GENE0327,Heart,8.348302486453198
GENE0327,Liver,5.180842780301814
GENE0327,Lung,2.4638665448980626
GENE0327,Kidney,2.8249291887744805
GENE0328,Brain,11.976162391259077
GENE0328,Heart,19.615215577982042
GENE0328,Liver,2.9335656074985006
GENE0328,Lung,0.850054746890205
GENE0328,Kidney,7.1704683524052495
GENE0329,Brain,2.1757854788295923
GENE0329,Heart,8.052628248661035
GENE0329,Liver,3.317575276967516
GENE0329,Lung,26.673719275178353
GENE0329,Kidney,4.9027467254241
GENE0330,Brain,9.228352706246675
GENE0330,Heart,1.6954649584281878
GENE0330,Liver,0.46980707336801814
GENE0330,Lung,4.99413835002091
GENE0330,Kidney,5.526587144266671
GENE0331,Brain,7.974426297670628
GENE0331,Heart,2.8775833781004194
GENE0331,Liver,1.594450553435392
GENE0331,Lung,1.2455830073711938
GENE0331,Kidney,6.976258431802384
GENE0332,Brain,7.910830270016738
GENE0332,Heart,2.224191185246817
GENE0332,Liver,2.9375394341529817
GENE0332,Lung,2.5029039711227927
GENE0332,Kidney,0.9839639819544764
GENE0333,Brain,5.255591129541066
GENE0333,Heart,8.818157017841727
GENE0333,Liver,3.7483668236103096
GENE0333,Lung,1.4362307631380602
GENE0333,Kidney,3.8241739885037567
GENE0334,Brain,13.350290601323538
GENE0334,Heart,24.629005885624977
GENE0334,Liver,5.558218878842706
GENE0334,Lung,2.3841607533906743
GENE0334,Kidney,0.9153393864274918
GENE0335,Brain,1.3011534295774139
GENE0335,Heart,4.174063241569569
GENE0335,Liver,5.368842544150608
GENE0335,Lung,5.503102034561339
GENE0335,Kidney,3.631399196691479
GENE0336,Brain,1.3039815520340772
GENE0336,Heart,1.2697693327476494
GENE0336,Liver,5.042285701395464
GENE0336,Lung,2.317167870333794
GENE0336,Kidney,12.72881642810079
GENE0337,Brain,1.3949656582040444
GENE0337,Heart,17.282221928525693
GENE0337,Liver,2.629524560097646
GENE0337,Lung,5.357787987970458
GENE0337,Kidney,5.357671952137686
GENE0338,Brain,3.403464761048173
GENE0338,Heart,0.8951300395256708
GENE0338,Liver,3.0467751118564683
GENE0338,Lung,15.149509524747543
GENE0338,Kidney,1.608601840984378
GENE0339,Brain,1.0266619171528504
GENE0339,Heart,3.7618136785883403
GENE0339,Liver,3.2222837512141425
GENE0339,Lung,1.593171356467319
GENE0339,Kidney,2.4545460313161565
GENE0340,Brain,3.0499851862802827
GENE0340,Heart,3.2210275682664258
GENE0340,Liver,5.104992885025561
GENE0340,Lung,7.887905222761302
GENE0340,Kidney,6.1083697698545425
GENE0341,Brain,5.890842274391453
GENE0341,Heart,17.18633110063761
GENE0341,Liver,10.76438048333483
GENE0341,Lung,0.435930643514875
GENE0341,Kidney,3.3517095365719793
GENE0342,Brain,1.2696735847920244
GENE0342,Heart,2.5823267373099514
GENE0342,Liver,8.305011201868023
GENE0342,Lung,3.8154213366163017
GENE0342,Kidney,3.1812957722879744
GENE0343,Brain,12.852999698021568
GENE0343,Heart,1.3457852163843496
GENE0343,Liver,4.157643801345637
GENE0343,Lung,6.951844965951622
GENE0343,Kidney,4.5690612299531095
GENE0344,Brain,1.7671707671377317
GENE0344,Heart,4.401502453533284
GENE0344,Liver,8.55067083663279
GENE0344,Lung,5.964349391395598
GENE0344,Kidney,5.778552048123075
GENE0345,Brain,5.731391945365289
GENE0345,Heart,4.993581328537326
GENE0345,Liver,1.660288459562912
GENE0345,Lung,3.499843491840637
GENE0345,Kidney,6.326012838780167
GENE0346,Brain,0.3709799125017783
GENE0346,Heart,8.213198000735332
GENE0346,Liver,5.870498594674004
GENE0346,Lung,1.882604576865394
GENE0346,Kidney,2.466795451001477
GENE0347,Brain,3.8073254573641986
GENE0347,Heart,6.238551146364555
GENE0347,Liver,3.3227032465085755
GENE0347,Lung,11.399876093735426
GENE0347,Kidney,6.237007437188906
GENE0348,Brain,2.388684689417591
GENE0348,Heart,3.0742300043016924
GENE0348,Liver,5.376640295942243
GENE0348,Lung,8.026103964959807
GENE0348,Kidney,7.721528837749765
GENE0349,Brain,4.1450920617868805
GENE0349,Heart,5.051049472503451
GENE0349,Liver,4.392590599804748
GENE0349,Lung,8.650282161269512
GENE0349,Kidney,2.036035199215363
GENE0350,Brain,7.259232842894463
GENE0350,Heart,1.0182419375282352
GENE0350,Liver,6.429047331602309
GENE0350,Lung,5.501222017332836
GENE0350,Kidney,4.480347805059252
GENE0351,Brain,0.8137618980840182
GENE0351,Heart,15.695581758268363
GENE0351,Liver,9.195635010152511
GENE0351,Lung,4.573865393129811
GENE0351,Kidney,6.468639864773711
GENE0352,Brain,2.113814803973735
GENE0352,Heart,6.751863377804064
GENE0352,Liver,15.612466312089436
GENE0352,Lung,1.7463563439986207
GENE0352,Kidney,38.63683076541107
GENE0353,Brain,3.1596360023788113
GENE0353,Heart,8.687856954665152
GENE0353,Liver,2.3143095084113936
GENE0353,Lung,6.124667726611164
GENE0353,Kidney,1.6174462051333685
GENE0354,Brain,2.6453537231284328
GENE0354,Heart,3.732723678973182
GENE0354,Liver,2.6520759526329103
GENE0354,Lung,3.6945398977093333
GENE0354,Kidney,9.784135926257541
GENE0355,Brain,1.6133807522516008
GENE0355,Heart,1.7218468438732908
GENE0355,Liver,4.653629272665675
GENE0355,Lung,2.8537909350554322
GENE0355,Kidney,2.0077220182731224
GENE0356,Brain,4.980977873746461
GENE0356,Heart,2.8533864457475278
GENE0356,Liver,5.864470267403951
GENE0356,Lung,4.341378579866347
GENE0356,Kidney,3.8153334963362644
GENE0357,Brain,4.243583314843633
GENE0357,Heart,10.1613604098979
GENE0357,Liver,12.82355350662803
GENE0357,Lung,3.9444777728612794
GENE0357,Kidney,1.9660489983773524
GENE0358,Brain,1.3377200615921025
GENE0358,Heart,0.7506149142521327
GENE0358,Liver,1.7493341662716644
GENE0358,Lung,2.266290238786269
GENE0358,Kidney,4.297234004259885
GENE0359,Brain,0.9955787407762817
GENE0359,Heart,14.065893424833574
GENE0359,Liver,10.494429542426966
GENE0359,Lung,12.1355151123486
GENE0359,Kidney,2.973345732975051
GENE0360,Brain,5.447740899371777
GENE0360,Heart,2.1003595515825677
GENE0360,Liver,15.4846258723017
GENE0360,Lung,1.6982188219081675
GENE0360,Kidney,2.97159766334816
GENE0361,Brain,13.995455924071713
GENE0361,Heart,32.846647673113296
GENE0361,Liver,4.164594104060967
GENE0361,Lung,3.2175256080903614
GENE0361,Kidney,0.6030799224962173
GENE0362,Brain,17.608145601074945
GENE0362,Heart,5.734759088106271
GENE0362,Liver,0.9928728629649725
GENE0362,Lung,8.998748524026382
GENE0362,Kidney,7.323622082702337
GENE0363,Brain,3.375286810071326
GENE0363,Heart,2.8683326560473086
GENE0363,Liver,8.037356695107277
GENE0363,Lung,5.404091041704311
GENE0363,Kidney,6.615840926204425
GENE0364,Brain,11.955552156548793
GENE0364,Heart,11.641216681350498
GENE0364,Liver,8.235140990570002
GENE0364,Lung,7.1579796063524235
GENE0364,Kidney,1.6119622423922428
GENE0365,Brain,1.8360796367326053
GENE0365,Heart,8.626321550301048
GENE0365,Liver,7.5214747022442925
GENE0365,Lung,6.783854106619015
GENE0365,Kidney,8.77825597539941
GENE0366,Brain,2.8771416613937144
GENE0366,Heart,7.042327636996246
GENE0366,Liver,2.0317453262049905
GENE0366,Lung,4.7110184314091725
GENE0366,Kidney,9.425895668336238
GENE0367,Brain,2.6078038378705113
GENE0367,Heart,21.37723021229279
GENE0367,Liver,11.103535766427516
GENE0367,Lung,13.432615250204403
GENE0367,Kidney,3.78510973675629
GENE0368,Brain,1.475269153372175
GENE0368,Heart,2.5628710536852553
GENE0368,Liver,6.968037193651289
GENE0368,Lung,3.585140173532059
GENE0368,Kidney,7.981226805629277
GENE0369,Brain,5.0549296421197285
GENE0369,Heart,2.796020055968348
GENE0369,Liver,9.462836989130603
GENE0369,Lung,13.215571057517208
GENE0369,Kidney,2.4949797928940867
GENE0370,Brain,6.749889251851165
GENE0370,Heart,5.07981753847922
GENE0370,Liver,5.610858441419139
GENE0370,Lung,4.123548287535702
GENE0370,Kidney,1.6451883157244915
GENE0371,Brain,13.840775834746674
GENE0371,Heart,1.944736527268391
GENE0371,Liver,2.2333415782569435
GENE0371,Lung,7.576235754053417
GENE0371,Kidney,5.1753131007081
GENE0372,Brain,2.370664667961333
GENE0372,Heart,2.64841698887013
GENE0372,Liver,3.947340288102101
GENE0372,Lung,3.1617771413590092
GENE0372,Kidney,7.517405455698888
GENE0373,Brain,1.7658368348120397
GENE0373,Heart,5.9933860925490965
GENE0373,Liver,15.24768753193318
GENE0373,Lung,5.265045323764463
GENE0373,Kidney,2.2019983158668284
GENE0374,Brain,2.513231096099619
GENE0374,Heart,4.6410079853046495
GENE0374,Liver,2.7199914317933165
GENE0374,Lung,12.033348265888906
GENE0374,Kidney,1.0280800586138643
GENE0375,Brain,16.62936742702263
GENE0375,Heart,0.8869276644236093
GENE0375,Liver,4.337043528606344
GENE0375,Lung,1.8844240611744685
GENE0375,Kidney,8.637788513954444
GENE0376,Brain,2.412764194088778
GENE0376,Heart,1.8103962097804938
GENE0376,Liver,3.4143256766806087
GENE0376,Lung,3.225838888827678
GENE0376,Kidney,0.9531108112749828
GENE0377,Brain,6.446987162047235
GENE0377,Heart,0.6609345946783195
GENE0377,Liver,11.485321741259952
GENE0377,Lung,3.441639993503452
GENE0377,Kidney,9.606168300600133
GENE0378,Brain,2.7719566755732177
GENE0378,Heart,2.3762279763792726
GENE0378,Liver,7.548874755533108
GENE0378,Lung,2.8086057727735074
GENE0378,Kidney,1.299416263048289
GENE0379,Brain,4.180113918780131
GENE0379,Heart,1.4893567501360576
GENE0379,Liver,4.435650247516235
GENE0379,Lung,13.506237300777755
GENE0379,Kidney,9.680704720553626
GENE0380,Brain,4.488333096882363
GENE0380,Heart,3.925230272547363
GENE0380,Liver,3.4783974433545044
GENE0380,Lung,2.6911367375911257
GENE0380,Kidney,5.95397525322988
GENE0381,Brain,3.949906560811159
GENE0381,Heart,3.3023709441805167
GENE0381,Liver,5.562447402532745
GENE0381,Lung,0.8916323587938426
GENE0381,Kidney,21.43840937587123
GENE0382,Brain,7.41946590411119
GENE0382,Heart,1.4695986597831987
GENE0382,Liver,4.913749072561842
GENE0382,Lung,1.8161736192599363
GENE0382,Kidney,2.9112581089153435
GENE0383,Brain,2.1900239093243794
GENE0383,Heart,10.734777106589583
GENE0383,Liver,0.964074433948318
GENE0383,Lung,3.375303605736462
GENE0383,Kidney,1.1981151684160676
GENE0384,Brain,4.408966476658036
GENE0384,Heart,3.4758309944581502
GENE0384,Liver,1.4544445366024552
GENE0384,Lung,14.17936206628736
GENE0384,Kidney,15.654436103090672
GENE0385,Brain,2.8538073012358223
GENE0385,Heart,6.804216908983134
GENE0385,Liver,3.978698107313808
GENE0385,Lung,5.445298448424709
GENE0385,Kidney,15.26716999911253
GENE0386,Brain,3.6149842869231152
GENE0386,Heart,18.797689941880336
GENE0386,Liver,3.558873695920663
GENE0386,Lung,4.158510064408372
GENE0386,Kidney,20.316918245058115
GENE0387,Brain,5.5854989042871575
GENE0387,Heart,0.8820087459636804
GENE0387,Liver,5.364709889250061
GENE0387,Lung,1.6072383830123307
GENE0387,Kidney,1.1852072868598498
GENE0388,Brain,2.10830795593755
GENE0388,Heart,5.8174632825994665
GENE0388,Liver,1.8391543582498875
GENE0388,Lung,1.460813091858044
GENE0388,Kidney,3.307493905156575
GENE0389,Brain,6.194665500920504
GENE0389,Heart,2.567409394379402
GENE0389,Liver,1.5759383801213518
GENE0389,Lung,0.7880812453446691
GENE0389,Kidney,2.408581559391636
GENE0390,Brain,8.806118406193303
GENE0390,Heart,9.990875005093502
GENE0390,Liver,8.43044165267079
GENE0390,Lung,3.8952856187725255
GENE0390,Kidney,4.970304505660438
GENE0391,Brain,12.356259248593881
GENE0391,Heart,2.2368263612571577
GENE0391,Liver,5.99700669667863
GENE0391,Lung,1.003288277735929
GENE0391,Kidney,7.735639290657942
GENE0392,Brain,3.1241603809934846
GENE0392,Heart,1.7780101611025183
GENE0392,Liver,8.316713448748873
GENE0392,Lung,1.84229492860957
GENE0392,Kidney,2.239325394877541
GENE0393,Brain,15.32452884614036
GENE0393,Heart,1.9409546361252814
GENE0393,Liver,2.6516868339712656
GENE0393,Lung,2.594506706697232
GENE0393,Kidney,8.396716712331308
GENE0394,Brain,1.0317647051156282
GENE0394,Heart,12.186350895608205
GENE0394,Liver,3.688857939939987
GENE0394,Lung,3.478172166042842
GENE0394,Kidney,2.187271477741301
GENE0395,Brain,3.9893923970553846
GENE0395,Heart,14.53144348790701
GENE0395,Liver,5.313665557033583
GENE0395,Lung,2.125416634612942
GENE0395,Kidney,3.3943621695353423
GENE0396,Brain,6.8727371892311995
GENE0396,Heart,4.798292175104806
GENE0396,Liver,3.6478995155930503
GENE0396,Lung,7.269287858198815
GENE0396,Kidney,5.982684307441286
GENE0397,Brain,1.8923646567519532
GENE0397,Heart,0.9685713949352398
GENE0397,Liver,6.688506212489193
GENE0397,Lung,19.80541325521336
GENE0397,Kidney,2.3242906241387273
GENE0398,Brain,4.0035866673633915
GENE0398,Heart,13.24029863812598
GENE0398,Liver,18.02405351731697
GENE0398,Lung,4.721793518433393
GENE0398,Kidney,12.179816777275343
GENE0399,Brain,8.170312653085764
GENE0399,Heart,2.8729730965146887
GENE0399,Liver,0.89132220568722
GENE0399,Lung,2.16508138229465
GENE0399,Kidney,6.021783423056467
GENE0400,Brain,6.267664939696068
GENE0400,Heart,2.9987764594656166
GENE0400,Liver,2.2565566212687034
GENE0400,Lung,1.245772485716449
GENE0400,Kidney,1.1685142360414507
GENE0401,Brain,4.064553528699184
GENE0401,Heart,1.2715197788484853
GENE0401,Liver,4.427854734628009
GENE0401,Lung,2.3669809976569987
GENE0401,Kidney,3.1869628092755966
GENE0402,Brain,24.539747630655143
GENE0402,Heart,4.658111105068339
GENE0402,Liver,3.404702843879943
GENE0402,Lung,3.9013838894520565
GENE0402,Kidney,1.3786079109881493
GENE0403,Brain,13.083075007565569
GENE0403,Heart,8.830866448823059
GENE0403,Liver,2.928246836474095
GENE0403,Lung,5.383994308075986
GENE0403,Kidney,2.6188566236924418
GENE0404,Brain,6.153524355806098
GENE0404,Heart,1.5305418533665138
GENE0404,Liver,5.550991509775681
GENE0404,Lung,14.89485528902541
GENE0404,Kidney,6.404654677963863
GENE0405,Brain,2.795269405418628
GENE0405,Heart,9.581325882952822
GENE0405,Liver,21.33682380296429
GENE0405,Lung,8.04255827947328
GENE0405,Kidney,4.8442246922744605
GENE0406,Brain,2.3589706028587045
GENE0406,Heart,6.350358216804058
GENE0406,Liver,20.859581684330713
GENE0406,Lung,0.8927005058312336
GENE0406,Kidney,9.794603174071488
GENE0407,Brain,5.044171908202119
GENE0407,Heart,15.039579246076915
GENE0407,Liver,4.045689474768964
GENE0407,Lung,0.7937569283361711
GENE0407,Kidney,22.04641299425971
GENE0408,Brain,1.7726820543658925
GENE0408,Heart,8.501615272209895
GENE0408,Liver,4.046870121589847
GENE0408,Lung,4.341982163332959
GENE0408,Kidney,5.003306957482533
GENE0409,Brain,2.8959324404780906
GENE0409,Heart,5.203164955132137
GENE0409,Liver,5.732432815825457
GENE0409,Lung,8.510327699137695
GENE0409,Kidney,4.953117657655202
GENE0410,Brain,5.783180129353841
GENE0410,Heart,12.96881484035382
GENE0410,Liver,2.1779467002233903
GENE0410,Lung,4.740369648217168
GENE0410,Kidney,6.57089475626106
GENE0411,Brain,10.260987903067228
GENE0411,Heart,4.259425472859298
GENE0411,Liver,4.852427566741948
GENE0411,Lung,3.4009079983182926
GENE0411,Kidney,12.087898425700647
GENE0412,Brain,3.4662120155569798
GENE0412,Heart,7.754195718326189
GENE0412,Liver,4.130919083919727
GENE0412,Lung,4.593653931995637
GENE0412,Kidney,1.684642588502579
GENE0413,Brain,4.689704917465939
GENE0413,Heart,4.376647989527009
GENE0413,Liver,1.3676851125257325
GENE0413,Lung,2.478485489512042
GENE0413,Kidney,3.117147033929603
GENE0414,Brain,1.3192142961275177
GENE0414,Heart,1.6926053781491157
GENE0414,Liver,14.52179529179791
GENE0414,Lung,1.9660256353793923
GENE0414,Kidney,2.258402291997359
GENE0415,Brain,1.4672517761200654
GENE0415,Heart,11.964040602882367
GENE0415,Liver,9.342431318112723
GENE0415,Lung,5.780980440395788
GENE0415,Kidney,4.794131485026615
GENE0416,Brain,3.023759728698344
GENE0416,Heart,3.5696682756627274
GENE0416,Liver,2.6134631203408762
GENE0416,Lung,7.588348187934394
GENE0416,Kidney,7.797128309019151
GENE0417,Brain,9.300821585823845
GENE0417,Heart,23.08345269557907
GENE0417,Liver,7.891094979879954
GENE0417,Lung,7.4455961370216475
GENE0417,Kidney,10.003733583398436
GENE0418,Brain,1.305246763525072
GENE0418,Heart,4.4986887774420525
GENE0418,Liver,1.3364243897943473
GENE0418,Lung,15.828335659867275
GENE0418,Kidney,3.021013304914139
GENE0419,Brain,18.51343372274024
GENE0419,Heart,10.47737824678078
GENE0419,Liver,2.881211989790602
GENE0419,Lung,1.1878997182767348
GENE0419,Kidney,1.8235517912984311
GENE0420,Brain,10.287987604093862
GENE0420,Heart,3.4658500118300988
GENE0420,Liver,1.37022083890545
GENE0420,Lung,3.74428482761269
GENE0420,Kidney,17.35993211616836
GENE0421,Brain,16.23857347605449
GENE0421,Heart,3.0695503288100205
GENE0421,Liver,5.7344518158457385
GENE0421,Lung,7.316972079278515
GENE0421,Kidney,1.3725466422121504
GENE0422,Brain,2.9260752258293903
GENE0422,Heart,3.2403109492724647
GENE0422,Liver,6.191898532900376
GENE0422,Lung,2.979510249081339
GENE0422,Kidney,1.4653445503704048
GENE0423,Brain,5.808750285137839
GENE0423,Heart,2.6815476596905192
GENE0423,Liver,1.6781349835062513
GENE0423,Lung,1.681493792114454
GENE0423,Kidney,3.74948065224157
GENE0424,Brain,14.308383428715123
GENE0424,Heart,3.897608720909498
GENE0424,Liver,10.575077645231097
GENE0424,Lung,0.7431144241970975
GENE0424,Kidney,2.291189586961821
GENE0425,Brain,1.6382164673920117
GENE0425,Heart,3.5979198210171703
GENE0425,Liver,8.299172796716299
GENE0425,Lung,2.894540990961161
GENE0425,Kidney,1.6560026575864883
GENE0426,Brain,9.56577413153163
GENE0426,Heart,2.4358456703817093
GENE0426,Liver,5.573629652785191
GENE0426,Lung,2.6326796037678624
GENE0426,Kidney,6.778129761567521
GENE0427,Brain,3.297492320669538
GENE0427,Heart,8.466576697801523
GENE0427,Liver,7.365474960845457
GENE0427,Lung,26.496577175813897
GENE0427,Kidney,4.203260280817587
GENE0428,Brain,2.0538887232020357
GENE0428,Heart,1.7702241803466197
GENE0428,Liver,2.7791533601087592
GENE0428,Lung,6.051168826465647
GENE0428,Kidney,2.531823990290004
GENE0429,Brain,15.107238970581726
GENE0429,Heart,5.260649680067252
GENE0429,Liver,2.0511176421626356
GENE0429,Lung,3.0945342182145863
GENE0429,Kidney,2.6893395383405787
GENE0430,Brain,5.168661751099847
GENE0430,Heart,1.973287840103329
GENE0430,Liver,12.498035228391705
GENE0430,Lung,3.3701340507798623
GENE0430,Kidney,3.706827000166489
GENE0431,Brain,9.379439093361034
GENE0431,Heart,2.462611604443965
GENE0431,Liver,4.47677554108091
GENE0431,Lung,18.798386428508653
GENE0431,Kidney,6.227123882407004
GENE0432,Brain,5.669258621126099
GENE0432,Heart,3.061434872198684
GENE0432,Liver,2.023053411925048
GENE0432,Lung,18.156837943842852
GENE0432,Kidney,3.9428887856878907
GENE0433,Brain,20.458390312108776
GENE0433,Heart,2.5931781292457883
GENE0433,Liver,12.230859521676273
GENE0433,Lung,3.8028340274894057
GENE0433,Kidney,6.2552769170762295
GENE0434,Brain,11.862319092471386
GENE0434,Heart,6.380380204121843
GENE0434,Liver,8.516978269988064
GENE0434,Lung,1.2835841635407117
GENE0434,Kidney,3.1001136675219554
GENE0435,Brain,23.00590982567563
GENE0435,Heart,3.7310543795540694
GENE0435,Liver,5.782890847480621
GENE0435,Lung,3.9334943838764023
GENE0435,Kidney,2.725733542410391
GENE0436,Brain,1.3562898337815448
GENE0436,Heart,1.7978771318250033
GENE0436,Liver,17.219736922084834
GENE0436,Lung,4.207007092540862
GENE0436,Kidney,1.73143941022777
GENE0437,Brain,2.1743889372258245
GENE0437,Heart,9.013675244474339
GENE0437,Liver,2.100719808540318
GENE0437,Lung,2.7175168360167397
GENE0437,Kidney,1.8343553646179742
GENE0438,Brain,1.6367225926554754
GENE0438,Heart,16.764255848480914
GENE0438,Liver,4.003977943905061
GENE0438,Lung,3.465283562295126
GENE0438,Kidney,2.769980549907514
GENE0439,Brain,7.924524421868368
GENE0439,Heart,4.707594526543386
GENE0439,Liver,5.662543914153965
GENE0439,Lung,5.000273848198439
GENE0439,Kidney,3.367405804328646
GENE0440,Brain,3.050450312027988
GENE0440,Heart,1.1186004464733381
GENE0440,Liver,3.023990807474046
GENE0440,Lung,25.30106094997204
GENE0440,Kidney,1.6627131637293537
GENE0441,Brain,4.497391119691922
GENE0441,Heart,5.862524659481991
GENE0441,Liver,11.648997121946762
GENE0441,Lung,37.585610560593324
GENE0441,Kidney,3.262726691733037
GENE0442,Brain,2.2217993149699664
GENE0442,Heart,10.466061252833462
GENE0442,Liver,5.31433092741869
GENE0442,Lung,22.311503438031544
GENE0442,Kidney,8.006627612859262
GENE0443,Brain,2.6246887025255177
GENE0443,Heart,3.8293378644589597
GENE0443,Liver,6.2866672717987315
GENE0443,Lung,6.689579969925385
GENE0443,Kidney,1.8088797809578672
GENE0444,Brain,0.9613994828517624
GENE0444,Heart,1.2423174893423228
GENE0444,Liver,7.3428576231540355
GENE0444,Lung,3.964617540490774
GENE0444,Kidney,1.0326484464793753
GENE0445,Brain,2.8844314268880495
GENE0445,Heart,0.9515983688032964
GENE0445,Liver,3.6308150954164358
GENE0445,Lung,2.2427713558637454
GENE0445,Kidney,2.86803567072465
GENE0446,Brain,4.189226447322607
GENE0446,Heart,5.18673276385711
GENE0446,Liver,4.700384415232773
GENE0446,Lung,12.595531831107348
GENE0446,Kidney,30.59457473419399
GENE0447,Brain,8.8602191988793
GENE0447,Heart,3.8508507352857446
GENE0447,Liver,8.179035470297437
GENE0447,Lung,2.504744679664138
GENE0447,Kidney,2.3148161068465467
GENE0448,Brain,2.232237226292861
GENE0448,Heart,5.662624990594644
GENE0448,Liver,12.070984830069403
GENE0448,Lung,26.557404728686645
GENE0448,Kidney,12.928280868268404
GENE0449,Brain,7.831467348644704
GENE0449,Heart,2.5840001481615174
GENE0449,Liver,4.7651002106084555
GENE0449,Lung,6.922433905643884
GENE0449,Kidney,4.064121207181013
GENE0450,Brain,19.891437080450633
GENE0450,Heart,2.3257426447895084
GENE0450,Liver,2.531190518354562
GENE0450,Lung,6.074113131642553
GENE0450,Kidney,22.319045157398424
GENE0451,Brain,1.0510672572304463
